500 249500
349 166 170
166 359 440
359 166 440
344 236 614
236 344 614
181 472 363
472 181 363
166 393 132
393 166 132
166 395 295
395 166 295
166 409 339
409 166 339
455 373 590
373 455 590
355 346 309
346 355 309
166 411 468
411 166 468
166 418 373
418 166 373
166 429 183
429 166 183
418 298 794
298 418 794
166 431 312
431 166 312
372 176 890
176 372 890
167 173 488
173 167 488
324 190 672
190 324 672
299 213 842
213 299 842
167 174 147
174 167 147
259 475 290
475 259 290
167 186 445
186 167 445
167 210 183
210 167 183
167 216 326
216 167 326
289 401 544
401 289 544
167 217 122
217 167 122
167 252 137
252 167 137
238 301 928
301 238 928
167 282 133
282 167 133
167 286 458
286 167 458
427 279 135
279 427 135
167 314 247
314 167 247
340 374 417
374 340 417
167 323 351
323 167 351
167 338 277
338 167 277
167 351 34
351 167 34
167 356 41
356 167 41
167 380 192
380 167 192
167 395 88
395 167 88
465 348 475
348 465 475
181 440 926
440 181 926
491 258 265
258 491 265
276 207 337
207 276 337
167 409 329
409 167 329
167 420 443
420 167 443
167 435 274
435 167 274
167 448 106
448 167 106
167 451 26
451 167 26
167 465 136
465 167 136
167 472 147
472 167 147
422 290 496
290 422 496
338 382 574
382 338 574
167 479 277
479 167 277
167 493 70
493 167 70
167 498 20
498 167 20
168 170 261
170 168 261
168 186 74
186 168 74
491 396 291
396 491 291
295 293 159
293 295 159
392 389 178
389 392 178
168 201 405
201 168 405
168 206 161
206 168 161
300 257 217
257 300 217
168 221 63
221 168 63
168 233 362
233 168 362
247 423 377
423 247 377
168 268 32
268 168 32
168 282 255
282 168 255
168 311 332
311 168 332
261 322 259
322 261 259
355 170 223
170 355 223
168 336 231
336 168 231
284 408 292
408 284 292
168 344 370
344 168 370
168 350 64
350 168 64
168 353 385
353 168 385
168 360 296
360 168 296
168 361 389
361 168 389
335 450 334
450 335 334
168 371 422
371 168 422
259 299 938
299 259 938
168 383 366
383 168 366
168 388 443
388 168 443
168 392 217
392 168 217
168 398 71
398 168 71
177 300 561
300 177 561
168 400 316
400 168 316
168 430 394
430 168 394
168 438 389
438 168 389
366 434 351
434 366 351
168 443 57
443 168 57
168 459 331
459 168 331
168 480 132
480 168 132
168 485 492
485 168 492
473 402 841
402 473 841
169 173 168
173 169 168
169 206 364
206 169 364
169 210 385
210 169 385
169 216 360
216 169 360
169 224 167
224 169 167
169 238 251
238 169 251
169 249 468
249 169 468
282 379 300
379 282 300
169 251 471
251 169 471
169 275 151
275 169 151
169 284 96
284 169 96
169 286 245
286 169 245
169 323 100
323 169 100
169 324 52
324 169 52
169 333 156
333 169 156
169 345 169
345 169 169
353 344 66
344 353 66
169 347 280
347 169 280
169 356 148
356 169 148
169 360 25
360 169 25
169 365 85
365 169 85
497 180 376
180 497 376
282 340 872
340 282 872
169 367 163
367 169 163
476 244 929
244 476 929
169 402 446
402 169 446
169 423 259
423 169 259
169 428 7
428 169 7
169 459 133
459 169 133
339 459 256
459 339 256
399 225 63
225 399 63
169 465 372
465 169 372
169 488 280
488 169 280
169 490 158
490 169 158
434 253 530
253 434 530
170 175 437
175 170 437
170 178 52
178 170 52
170 194 153
194 170 153
170 199 131
199 170 131
170 211 286
211 170 286
170 219 406
219 170 406
197 190 189
190 197 189
170 225 256
225 170 256
170 246 321
246 170 321
170 249 494
249 170 494
247 283 49
283 247 49
170 264 326
264 170 326
170 270 261
270 170 261
170 271 181
271 170 181
170 274 306
274 170 306
170 283 375
283 170 375
170 303 366
303 170 366
170 313 140
313 170 140
170 329 231
329 170 231
170 334 235
334 170 235
170 339 176
339 170 176
170 342 479
342 170 479
170 366 474
366 170 474
170 368 464
368 170 464
170 448 496
448 170 496
170 450 321
450 170 321
170 456 316
456 170 316
170 465 409
465 170 409
188 345 670
345 188 670
171 180 217
180 171 217
171 202 119
202 171 119
171 245 136
245 171 136
171 247 347
247 171 347
431 472 983
472 431 983
208 235 611
235 208 611
171 248 368
248 171 368
453 392 617
392 453 617
171 280 98
280 171 98
171 293 279
293 171 279
453 310 926
310 453 926
171 331 319
331 171 319
411 298 84
298 411 84
171 339 475
339 171 475
171 365 318
365 171 318
171 386 381
386 171 381
171 414 342
414 171 342
171 417 59
417 171 59
430 403 820
403 430 820
342 499 866
499 342 866
171 422 130
422 171 130
171 430 308
430 171 308
171 436 121
436 171 121
171 444 225
444 171 225
171 448 245
448 171 245
219 265 623
265 219 623
402 296 234
296 402 234
282 358 486
358 282 486
267 378 545
378 267 545
171 456 52
456 171 52
306 367 519
367 306 519
171 463 254
463 171 254
171 477 47
477 171 47
172 175 272
175 172 272
351 251 746
251 351 746
172 176 41
176 172 41
172 198 183
198 172 183
236 239 869
239 236 869
172 200 366
200 172 366
172 244 182
244 172 182
172 255 232
255 172 232
172 295 14
295 172 14
172 298 308
298 172 308
172 306 460
306 172 460
489 402 489
402 489 489
197 375 902
375 197 902
172 309 17
309 172 17
172 314 266
314 172 266
172 335 479
335 172 479
437 379 749
379 437 749
172 353 168
353 172 168
172 354 100
354 172 100
172 356 272
356 172 272
354 338 265
338 354 265
172 362 6
362 172 6
398 409 925
409 398 925
496 435 2
435 496 2
208 181 107
181 208 107
172 366 261
366 172 261
172 367 53
367 172 53
172 376 407
376 172 407
172 407 110
407 172 110
245 374 820
374 245 820
172 417 116
417 172 116
172 456 437
456 172 437
172 461 184
461 172 184
172 488 135
488 172 135
172 497 71
497 172 71
314 491 919
491 314 919
173 174 223
174 173 223
173 183 79
183 173 79
459 328 759
328 459 759
173 194 181
194 173 181
173 200 135
200 173 135
173 205 344
205 173 344
173 211 203
211 173 203
173 215 464
215 173 464
173 246 139
246 173 139
246 314 299
314 246 299
173 260 353
260 173 353
173 263 339
263 173 339
173 269 376
269 173 376
329 435 944
435 329 944
173 283 331
283 173 331
370 425 380
425 370 380
173 311 277
311 173 277
173 315 166
315 173 166
173 318 421
318 173 421
419 441 703
441 419 703
173 319 9
319 173 9
173 341 103
341 173 103
173 359 399
359 173 399
173 363 319
363 173 319
173 367 194
367 173 194
173 383 204
383 173 204
330 319 542
319 330 542
173 386 7
386 173 7
173 422 171
422 173 171
173 424 260
424 173 260
173 429 463
429 173 463
173 434 79
434 173 79
217 425 811
425 217 811
290 183 631
183 290 631
173 449 164
449 173 164
174 186 479
186 174 479
174 217 411
217 174 411
174 234 115
234 174 115
174 287 1
287 174 1
197 494 893
494 197 893
257 343 283
343 257 283
174 293 29
293 174 29
445 203 296
203 445 296
174 295 214
295 174 214
174 310 199
310 174 199
174 318 92
318 174 92
174 328 199
328 174 199
174 329 62
329 174 62
174 369 388
369 174 388
328 490 582
490 328 582
174 385 167
385 174 167
174 391 8
391 174 8
174 396 55
396 174 55
174 421 35
421 174 35
458 284 944
284 458 944
174 432 413
432 174 413
174 437 143
437 174 143
174 460 182
460 174 182
400 212 606
212 400 606
174 487 14
487 174 14
175 195 302
195 175 302
175 227 388
227 175 388
185 349 245
349 185 245
175 233 461
233 175 461
344 262 786
262 344 786
175 246 354
246 175 354
362 176 440
176 362 440
175 261 265
261 175 265
310 336 536
336 310 536
175 266 246
266 175 246
175 269 62
269 175 62
175 279 344
279 175 344
175 289 360
289 175 360
340 471 376
471 340 376
175 338 156
338 175 156
399 180 905
180 399 905
175 344 225
344 175 225
175 346 29
346 175 29
175 352 125
352 175 125
175 355 179
355 175 179
175 382 275
382 175 275
175 391 22
391 175 22
175 435 227
435 175 227
175 445 434
445 175 434
175 455 483
455 175 483
175 457 412
457 175 412
175 458 284
458 175 284
175 475 276
475 175 276
175 479 360
479 175 360
176 213 240
213 176 240
226 210 833
210 226 833
176 223 8
223 176 8
340 185 317
185 340 317
176 239 356
239 176 356
176 245 81
245 176 81
494 407 134
407 494 134
176 272 180
272 176 180
218 466 883
466 218 883
176 291 443
291 176 443
176 322 346
322 176 346
477 181 939
181 477 939
176 328 488
328 176 488
176 332 317
332 176 317
176 392 490
392 176 490
176 397 248
397 176 248
176 401 217
401 176 217
176 428 462
428 176 462
251 277 823
277 251 823
176 440 345
440 176 345
176 455 49
455 176 49
328 358 864
358 328 864
176 469 448
469 176 448
176 471 465
471 176 465
191 203 241
203 191 241
176 475 111
475 176 111
448 196 629
196 448 629
176 476 97
476 176 97
176 478 142
478 176 142
193 392 699
392 193 699
176 488 218
488 176 218
176 493 14
493 176 14
176 496 263
496 176 263
177 194 238
194 177 238
177 209 479
209 177 479
177 214 205
214 177 205
177 220 382
220 177 382
292 375 517
375 292 517
177 234 146
234 177 146
177 235 101
235 177 101
177 257 434
257 177 434
357 295 471
295 357 471
471 358 588
358 471 588
177 292 432
292 177 432
177 293 313
293 177 313
304 414 478
414 304 478
177 297 449
297 177 449
308 275 335
275 308 335
348 182 414
182 348 414
177 298 440
298 177 440
277 286 649
286 277 649
177 311 95
311 177 95
177 312 249
312 177 249
177 326 328
326 177 328
354 289 436
289 354 436
177 348 345
348 177 345
177 369 91
369 177 91
428 453 474
453 428 474
289 254 401
254 289 401
462 255 175
255 462 175
177 373 283
373 177 283
469 379 945
379 469 945
177 388 34
388 177 34
177 395 207
395 177 207
177 400 341
400 177 341
177 405 228
405 177 228
177 425 183
425 177 183
177 465 225
465 177 225
177 482 202
482 177 202
177 492 290
492 177 290
177 496 100
496 177 100
178 211 124
211 178 124
397 450 158
450 397 158
178 215 423
215 178 423
178 223 279
223 178 279
178 233 472
233 178 472
178 247 156
247 178 156
178 260 398
260 178 398
178 266 6
266 178 6
296 308 970
308 296 970
481 419 38
419 481 38
178 271 152
271 178 152
178 272 169
272 178 169
223 409 820
409 223 820
178 287 141
287 178 141
344 393 936
393 344 936
178 301 485
301 178 485
178 311 122
311 178 122
182 194 259
194 182 259
178 319 73
319 178 73
455 261 379
261 455 379
229 249 635
249 229 635
178 338 387
338 178 387
203 250 561
250 203 561
178 342 458
342 178 458
178 345 382
345 178 382
178 384 238
384 178 238
393 208 307
208 393 307
178 392 403
392 178 403
178 394 456
394 178 456
338 474 46
474 338 46
178 427 360
427 178 360
178 466 283
466 178 283
178 474 271
474 178 271
377 204 302
204 377 302
446 305 436
305 446 436
178 491 151
491 178 151
178 492 383
492 178 383
285 221 246
221 285 246
179 187 240
187 179 240
179 204 174
204 179 174
179 206 131
206 179 131
179 227 345
227 179 345
179 233 92
233 179 92
179 274 442
274 179 442
179 300 250
300 179 250
179 305 495
305 179 495
179 313 340
313 179 340
179 322 340
322 179 340
404 232 913
232 404 913
179 323 396
323 179 396
179 343 185
343 179 185
179 350 371
350 179 371
179 368 447
368 179 447
290 276 416
276 290 416
179 382 153
382 179 153
179 397 151
397 179 151
179 404 422
404 179 422
179 430 314
430 179 314
179 433 340
433 179 340
179 442 94
442 179 94
179 447 12
447 179 12
179 466 48
466 179 48
179 478 102
478 179 102
295 201 298
201 295 298
404 211 52
211 404 52
179 498 171
498 179 171
179 499 45
499 179 45
180 189 469
189 180 469
180 192 395
192 180 395
180 195 337
195 180 337
180 200 177
200 180 177
275 432 12
432 275 12
269 226 894
226 269 894
180 202 281
202 180 281
260 313 159
313 260 159
180 209 223
209 180 223
228 230 566
230 228 566
378 268 387
268 378 387
474 299 962
299 474 962
430 498 951
498 430 951
180 243 246
243 180 246
180 250 311
250 180 311
180 277 53
277 180 53
180 283 127
283 180 127
180 286 405
286 180 405
180 295 315
295 180 315
180 308 490
308 180 490
180 326 438
326 180 438
180 337 117
337 180 117
290 310 931
310 290 931
180 357 350
357 180 350
180 360 440
360 180 440
180 363 468
363 180 468
372 285 937
285 372 937
180 380 69
380 180 69
180 393 278
393 180 278
180 411 137
411 180 137
373 487 918
487 373 918
220 489 213
489 220 213
180 437 211
437 180 211
180 451 191
451 180 191
338 366 839
366 338 839
180 457 78
457 180 78
181 189 66
189 181 66
181 201 228
201 181 228
181 209 343
209 181 343
181 226 64
226 181 64
181 248 56
248 181 56
181 252 121
252 181 121
404 183 246
183 404 246
181 259 233
259 181 233
181 287 419
287 181 419
181 325 441
325 181 441
206 389 937
389 206 937
181 326 17
326 181 17
181 349 263
349 181 263
181 367 193
367 181 193
181 383 127
383 181 127
181 388 462
388 181 462
181 399 464
399 181 464
471 288 785
288 471 785
258 312 359
312 258 359
181 411 93
411 181 93
181 412 249
412 181 249
181 441 211
441 181 211
359 235 516
235 359 516
181 482 30
482 181 30
181 493 376
493 181 376
182 190 180
190 182 180
182 204 349
204 182 349
300 462 413
462 300 413
182 218 27
218 182 27
182 232 199
232 182 199
182 239 15
239 182 15
182 244 89
244 182 89
182 258 3
258 182 3
407 214 668
214 407 668
182 275 496
275 182 496
182 287 176
287 182 176
182 290 141
290 182 141
358 470 514
470 358 514
182 293 158
293 182 158
182 314 426
314 182 426
182 317 44
317 182 44
182 323 178
323 182 178
182 341 218
341 182 218
182 343 312
343 182 312
182 383 441
383 182 441
370 412 66
412 370 66
182 416 274
416 182 274
182 438 275
438 182 275
182 455 148
455 182 148
182 488 407
488 182 407
182 497 426
497 182 426
183 201 347
201 183 347
259 193 16
193 259 16
183 210 80
210 183 80
183 221 97
221 183 97
183 235 101
235 183 101
183 241 158
241 183 158
183 242 63
242 183 63
429 404 490
404 429 490
183 255 207
255 183 207
183 270 51
270 183 51
452 391 985
391 452 985
183 296 176
296 183 176
183 305 254
305 183 254
183 314 180
314 183 180
183 322 469
322 183 469
183 331 414
331 183 414
183 345 37
345 183 37
183 357 408
357 183 408
188 489 976
489 188 976
291 236 799
236 291 799
183 366 247
366 183 247
429 268 534
268 429 534
183 382 193
382 183 193
183 402 181
402 183 181
183 409 10
409 183 10
183 415 449
415 183 449
183 424 177
424 183 177
183 425 248
425 183 248
183 426 489
426 183 489
183 485 62
485 183 62
184 185 98
185 184 98
184 202 411
202 184 411
381 303 747
303 381 747
184 205 384
205 184 384
262 340 965
340 262 965
184 245 259
245 184 259
184 246 295
246 184 295
184 266 290
266 184 290
367 335 803
335 367 803
184 267 35
267 184 35
184 296 12
296 184 12
184 309 236
309 184 236
184 315 210
315 184 210
184 352 149
352 184 149
184 361 138
361 184 138
184 388 158
388 184 158
184 407 238
407 184 238
184 408 342
408 184 342
184 420 344
420 184 344
184 425 113
425 184 113
184 445 477
445 184 477
184 457 447
457 184 447
184 470 95
470 184 95
184 472 119
472 184 119
184 476 21
476 184 21
499 443 744
443 499 744
184 487 357
487 184 357
184 495 142
495 184 142
185 192 71
192 185 71
452 252 941
252 452 941
185 210 59
210 185 59
185 215 199
215 185 199
185 222 249
222 185 249
185 228 146
228 185 146
185 251 47
251 185 47
192 403 87
403 192 87
185 254 400
254 185 400
185 277 220
277 185 220
185 303 406
303 185 406
185 314 107
314 185 107
349 307 183
307 349 183
185 318 495
318 185 495
185 323 33
323 185 33
185 324 226
324 185 226
185 325 400
325 185 400
325 482 518
482 325 518
185 326 154
326 185 154
185 337 199
337 185 199
185 366 27
366 185 27
382 199 878
199 382 878
185 377 404
377 185 404
254 488 277
488 254 277
185 390 275
390 185 275
185 393 482
393 185 482
185 395 195
395 185 195
185 396 459
396 185 459
185 399 145
399 185 145
185 425 199
425 185 199
185 429 255
429 185 255
410 284 310
284 410 310
185 433 17
433 185 17
185 435 186
435 185 186
185 456 152
456 185 152
185 485 328
485 185 328
185 489 132
489 185 132
186 188 180
188 186 180
317 232 151
232 317 151
186 189 156
189 186 156
186 194 174
194 186 174
186 220 400
220 186 400
474 492 305
492 474 305
186 221 88
221 186 88
204 396 847
396 204 847
186 225 391
225 186 391
186 260 414
260 186 414
186 266 360
266 186 360
186 269 347
269 186 347
186 278 93
278 186 93
424 335 519
335 424 519
186 294 42
294 186 42
186 309 234
309 186 234
186 313 75
313 186 75
186 315 242
315 186 242
186 327 379
327 186 379
186 337 42
337 186 42
186 342 493
342 186 493
186 349 418
349 186 418
186 352 8
352 186 8
214 414 622
414 214 622
338 204 543
204 338 543
186 368 324
368 186 324
186 390 231
390 186 231
186 392 197
392 186 197
186 399 375
399 186 375
186 434 256
434 186 256
186 441 198
441 186 198
186 458 89
458 186 89
186 469 33
469 186 33
186 481 18
481 186 18
186 482 45
482 186 45
187 193 12
193 187 12
187 201 356
201 187 356
351 403 280
403 351 280
334 384 8
384 334 8
365 452 932
452 365 932
187 205 382
205 187 382
187 231 161
231 187 161
457 273 184
273 457 184
187 251 77
251 187 77
187 259 183
259 187 183
187 321 160
321 187 160
187 328 356
328 187 356
187 331 349
331 187 349
372 327 666
327 372 666
187 335 304
335 187 304
362 260 362
260 362 362
187 365 425
365 187 425
187 367 83
367 187 83
187 380 346
380 187 346
388 471 714
471 388 714
187 422 156
422 187 156
187 429 342
429 187 342
187 434 115
434 187 115
187 436 486
436 187 486
187 445 414
445 187 414
187 463 232
463 187 232
187 485 443
485 187 443
187 486 396
486 187 396
381 436 828
436 381 828
188 220 272
220 188 272
188 248 279
248 188 279
188 259 126
259 188 126
339 444 881
444 339 881
188 260 342
260 188 342
188 267 410
267 188 410
188 279 112
279 188 112
188 286 134
286 188 134
188 289 37
289 188 37
248 308 443
308 248 443
188 297 286
297 188 286
188 299 198
299 188 198
188 337 408
337 188 408
224 326 508
326 224 508
188 343 473
343 188 473
344 363 100
363 344 100
188 347 234
347 188 234
224 280 637
280 224 637
188 356 136
356 188 136
188 365 93
365 188 93
456 386 671
386 456 671
188 391 402
391 188 402
188 403 249
403 188 249
477 396 911
396 477 911
428 218 813
218 428 813
260 215 783
215 260 783
188 444 186
444 188 186
243 278 17
278 243 17
188 471 242
471 188 242
188 478 408
478 188 408
188 487 292
487 188 292
189 234 399
234 189 399
189 242 130
242 189 130
189 250 217
250 189 217
189 280 246
280 189 246
189 295 499
295 189 499
189 298 268
298 189 268
248 239 751
239 248 751
189 321 491
321 189 491
